movieId,title,genres,directedBy,starring
186,Nine Months (1995),Comedy|Romance,Spike Lee,Harvey Keitel|Delroy Lindo|Mekhi Phifer|John Turturro
187,Party Girl (1995),Comedy,Frank Marshall,Laura Linney|Dylan Walsh|Ernie Hudson|Tim Curry|Grant Heslov|Joe Don Baker|Mary Ellen Trainor|Stuart Pankin|James Karen|John Hawkes|Peter Jason|Thom Barry|E.J. Callahan|Bruce Campbell|Taylor Nichols|Adewale Akinnuoye-Agbaje|Delroy Lindo|Joe Pantoliano
188,Prophecy|The (1995),Fantasy|Horror|Mystery,Tony Scott,Denzel Washington|Gene Hackman|Matt Craven|George Dzundza|James Gandolfini|Viggo Mortensen
189,Reckless (1995),Comedy|Fantasy,Terry Zwigoff,Robert Crumb|Aline Kominsky|Charles Crumb|Maxon Crumb|Robert Hughes
190,Safe (1995),Thriller,Robert Rodriguez,Antonio Banderas|Joaquim de Almeida|Cheech Marin|Salma Hayek|Steve Buscemi|Quentin Tarantino|Danny Trejo|Carlos Gallardo|Jaime de Hoyos|Carlos G\u00f3mez
191,Scarlet Letter|The (1995),Drama|Romance,Carl Franklin,Don Cheadle|Tom Sizemore|Denzel Washington|Jennifer Beals
193,Showgirls (1995),Drama,John McTiernan,Bruce Willis|Jeremy Irons|Samuel L. Jackson|Nicholas Wyman|Larry Bryggman|Colleen Camp
194,Smoke (1995),Comedy|Drama,Gregg Araki,James Duval|Rose McGowan|Jonathan Schaech
195,Something to Talk About (1995),Comedy|Drama|Romance,Christopher Menaul,Tom Bell|James Purefoy|Embeth Davidtz|Gemma Jones
196,Species (1995),Horror|Sci-Fi,Jerry Zucker,Sean Connery|Ben Cross|Richard Gere|Julia Ormond|John Gielgud|Liam Cunningham
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Dwight H. Little,Francis Capra|Jason James Richter|August Schellenberg|Mary Kate Schellhardt
199,Umbrellas of Cherbourg|The (Parapluies de Cherbourg|Les) (1964),Drama|Musical|Romance,Iain Softley,Jesse Bradford|Matthew Lillard|Jonny Lee Miller|Angelina Jolie|Fisher Stevens
201,Three Wishes (1995),Drama|Fantasy,Christopher Ashley,Steven Weber|Michael T. Weiss|Patrick Stewart|Bryan Batt
202,Total Eclipse (1995),Drama|Romance,Robert Longo,Ice-T |Takeshi Kitano|Keanu Reeves|Dina Meyer|Dennis Akayama|Dolph Lundgren|Henry Rollins|Barbara Sukowa|Udo Kier|Tracy Tweed
203,To Wong Foo|Thanks for Everything! Julie Newmar (1995),Comedy,Danny Cannon,Sylvester Stallone|Armand Assante|Rob Schneider|Diane Lane|J\u00fcrgen Prochnow|Max von Sydow|Joan Chen|Ewen Bremner
204,Under Siege 2: Dark Territory (1995),Action,John Fortenberry,Brian Doyle-Murray|Pauly Shore|Stanley Tucci|Tia Carrere
205,Unstrung Heroes (1995),Comedy|Drama,Larry Clark,Joseph Chan|Leo Fitzpatrick|Justin Pierce|Sarah Henderson|Chlo\u00eb Sevigny|Rosario Dawson
206,Unzipped (1995),Documentary,Tom DiCillo,Steve Buscemi|Dermot Mulroney|Catherine Keener|Danielle von Zerneck
207,Walk in the Clouds|A (1995),Drama|Romance,Clive Barker,Scott Bakula|Kevin J. O'Connor|Vincent Schiavelli|Famke Janssen
208,Waterworld (1995),Action|Adventure|Sci-Fi,Denys Arcand,Cameron Bancroft|Thomas Gibson|Mia Kirshner|Ruth Marshall
209,White Man's Burden (1995),Drama,Antonia Bird,Richard Chaim|Matthew Lillard|Chris O'Donnell|Drew Barrymore
210,Wild Bill (1995),Western,Kevin Smith,Jason Lee|Jeremy London|Shannen Doherty|Claire Forlani|Ben Affleck|Joey Lauren Adams|Jason Mewes
211,Browning Version|The (1994),Drama,Bryan Spicer,Johnny Yong Bosch|Steve Cardenas|Jason David Frank|Karan Ashley
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,David Anspaugh,Whoopi Goldberg|Erica Luttrell|Elizabeth Perkins|Shadia Simmons
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Anthony Waller,Evan Richards|Oleg Yankovsky|Fay Ripley|Marina Zudina|Alec Guinness
214,Before the Rain (Pred dozhdot) (1994),Drama|War,Michael Almereyda,Peter Fonda|Karl Geary|Nic Ratner|Elina L\u00f6wensohn
215,Before Sunrise (1995),Drama|Romance,Irwin Winkler,Sandra Bullock|Jeremy Northam|Dennis Miller|Diane Baker|Wendy Gazelle|Ken Howard
216,Billy Madison (1995),Comedy,Chris Columbus,Tom Arnold|Hugh Grant|Joan Cusack|Julianne Moore|Jeff Goldblum|Robin Williams|Mia Cottet
217,Babysitter|The (1995),Drama|Thriller,Daisy von Scherler Mayer,Parker Posey|Omar Townsend|Sasha von Scherler
218,Boys on the Side (1995),Comedy|Drama,Gregory Widen,Elias Koteas|Eric Stoltz|Christopher Walken|Virginia Madsen|Viggo Mortensen
219,Cure|The (1995),Drama,Norman Ren\u00e9,Mia Farrow|Tony Goldwyn
220,Castle Freak (1995),Horror,Todd Haynes,Xander Berkeley|Peter Friedman|Julianne Moore|Susan Norman
222,Circle of Friends (1995),Drama|Romance,Roland Joff\u00e9,Robert Duvall|Gary Oldman|Lisa Joliffe-Andoh|Demi Moore
223,Clerks (1994),Comedy,Brian Robbins,
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Paul Verhoeven,Elizabeth Berkley|Kyle MacLachlan|Gina Gershon|Glenn Plummer|Robert Davi|Alan Rachins|Gina Ravera|Lin Tucci|Al Ruscio|Rena Riffel|Jack McGee|Bobbie Phillips|Alexander Folk|Jim Wise|
225,Disclosure (1994),Drama|Thriller,Wayne Wang|Paul Auster,Harvey Keitel|William Hurt|Forest Whitaker|Jared Harris|Giancarlo Esposito|Stephen Gevedon|Jos\u00e9 Z\u00fa\u00f1iga|Harold Perrineau|Victor Argo|Stockard Channing|Ashley Judd|Mel Gorham
227,Drop Zone (1994),Action|Thriller,Lasse Hallstr\u00f6m,Robert Duvall|Dennis Quaid|Julia Roberts|Gena Rowlands
228,Destiny Turns on the Radio (1995),Comedy,Roger Donaldson,Grant Gelt|Ben Kingsley|Michael Madsen|Alfred Molina|Ted Prior|Natasha Henstridge
229,Death and the Maiden (1994),Drama|Thriller,James Keach,Brian Dennehy|Robert Duvall|Aidan Quinn|Frances Fisher
230,Dolores Claiborne (1995),Drama|Thriller,Kathryn Bigelow,Ralph Fiennes|Tom Sizemore|Angela Bassett|Juliette Lewis|Vincent D'Onofrio|Michael Wincott|Glenn Plummer|William Fichtner
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Jacques Demy,Catherine Deneuve|Nino Castelnuovo|Anne Vernon|Marc Michel|Ellen Farner
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Wesley Strick,Keith Carradine|Vincent Spano|Daryl Hannah|Moira Kelly
233,Exotica (1994),Drama,Martha Coolidge,Patrick Swayze|Mary Elizabeth Mastrantonio|Joseph Mazzello|Seth Mumy|Jay O. Sanders|Michael O'Keefe|John Diehl|Diane Venora|Brock Pierce|Scott Patterson|Annabelle Gurwitch|Neal McDonough|Bill Mumy|Colleen Camp|Garette Ratliff Henson|D.B. Sweeney
234,Exit to Eden (1994),Comedy,Agnieszka Holland,Leonardo DiCaprio|David Thewlis|Dominique Blanc|Romane Bohringer
235,Ed Wood (1994),Comedy|Drama,Beeban Kidron,John Leguizamo|Wesley Snipes|Patrick Swayze|Stockard Channing
236,French Kiss (1995),Action|Comedy|Romance,Geoff Murphy,Eric Bogosian|Everett McGill|Steven Seagal|Katherine Heigl
237,Forget Paris (1995),Comedy|Romance,Diane Keaton,Maury Chaykin|Michael Richards|John Turturro|Andie MacDowell
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,Douglas Keeve,Isaac Mizrahi
239,Goofy Movie|A (1995),Animation|Children|Comedy|Romance,Alfonso Arau,Giancarlo Giannini|Anthony Quinn|Keanu Reeves|Aitana S\u00e1nchez-Gij\u00f3n
240,Hideaway (1995),Thriller,Kevin Costner,Kevin Costner|Jeanne Tripplehorn|Dennis Hopper|Chaim Girafi|Jack Kehler|Tina Majorino|Michael Jeter|Robert Joy|Jack Black|Kim Coates
241,Fluke (1995),Children|Drama,Desmond Nakano,Harry Belafonte|John Travolta|Margaret Avery|Kelly Lynch
242,Farinelli: il castrato (1994),Drama|Musical,Walter Hill,Jeff Bridges|John Hurt|Ellen Barkin|Diane Lane
243,Gordy (1995),Children|Comedy|Fantasy,Mike Figgis,Albert Finney|Matthew Modine|Julian Sands|Greta Scacchi
246,Hoop Dreams (1994),Documentary,Greg Beeman,Daniel Stern|Jon Polito|Brad Sullivan|Ann Dowd|Anthony Heald
247,Heavenly Creatures (1994),Crime|Drama,Nikita Mikhalkov,Oleg Menshikov|Nikita Mikhalkov|Ingeborga Dapkunaite
248,Houseguest (1994),Comedy,Milcho Manchevski,Katrin Cartlidge|Rade Serbedzija|Gr\u00e9goire Colin|Labina Mitevska|Silvija Stojanovska
249,Immortal Beloved (1994),Drama|Romance,Richard Linklater,Ethan Hawke|Julie Delpy
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,Tamra Davis,Darren McGavin|Adam Sandler|Bradley Whitford|Bridgette Wilson
251,Hunted|The (1995),Action,Guy Ferland,Jeremy London|J.T. Walsh|Lee Garlington|Alicia Silverstone
252,I.Q. (1994),Comedy|Romance,Herbert Ross,Matthew McConaughey|Drew Barrymore|Whoopi Goldberg|Mary-Louise Parker
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Peter Horton,Aeryk Egan|Brad Renfro|Delphine French|Mona Powell
254,Jefferson in Paris (1995),Drama,Stuart Gordon,Jeffrey Combs|Jonathan Fuller|Barbara Crampton|Jessica Dollarhide
255,Jerky Boys|The (1995),Comedy,Pat O'Connor,Chris O'Donnell|Minnie Driver|Geraldine O'Rawe|Saffron Burrows|Alan Cumming|Colin Firth|Aidan Gillen|Ruth McCabe|Ciar\u00e1n Hinds
256,Junior (1994),Comedy|Sci-Fi,Kevin Smith,Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Marilyn Ghigliotti|Lisa Spoonauer
257,Just Cause (1995),Mystery|Thriller,Jeremy Leven,Marlon Brando|Johnny Depp|Faye Dunaway|G\u00e9raldine Pailhas
258,Kid in King Arthur's Court|A (1995),Adventure|Children|Comedy|Fantasy|Romance,Barry Levinson,Michael Douglas|Donald Sutherland|Caroline Goodall|Demi Moore
259,Kiss of Death (1995),Crime|Drama|Thriller,Ren\u00e9 Bonni\u00e8re,Bruce Greenwood|Andrew McCarthy|Denise Crosby|Patsy Kensit|Armin Shimerman
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,John Badham,Gary Busey|Michael Jeter|Wesley Snipes|Yancy Butler
261,Little Women (1994),Drama,Jack Baran,Dylan McDermott|Nancy Travis|James LeGros|Quentin Tarantino|James Belushi|David Cross|Richard Edson|Bobcat Goldthwait|Barry Shabaka Henley|Lisa Jane Persky|Tracey Walter|
262,Little Princess|A (1995),Children|Drama,Roman Polanski,Ben Kingsley|Sigourney Weaver|Stuart Wilson|Krystia Mova
263,Ladybird Ladybird (1994),Drama,Taylor Hackford,Kathy Bates|Jennifer Jason Leigh|Judy Parfitt|Christopher Plummer|David Strathairn|Eric Bogosian|John C. Reilly|Ellen Muth|Bob Gunton|
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Peter Farrelly|Bobby Farrelly,Jim Carrey|Jeff Daniels|Lauren Holly|Mike Starr|Karen Duffy|Charles Rocket|Victoria Rowell|Joe Baker|Hank Brandt|Teri Garr|Brady Bluhm|Cam Neely|Felton Perry|Brad Lockerman|Rob Moran|Zen Gesner|Lin Shaye|Harland Williams|Traci Adell
266,Legends of the Fall (1994),Drama|Romance|War|Western,Ang Lee,Sihung Lung|Yu-Wen Wang|Chien-lien Wu|Kuei-Mei Yang|Sylvia Chang
267,Major Payne (1995),Comedy,Atom Egoyan,Calvin Green|David Hemblen|Peter Krantz|Don McKellar|Mia Kirshner|Elias Koteas|Bruce Greenwood
269,My Crazy Life (Mi vida loca) (1993),Drama,Garry Marshall,Dan Aykroyd|Paul Mercurio|Dana Delany|Rosie O'Donnell
270,Love Affair (1994),Drama|Romance,Tim Burton,Johnny Depp|Martin Landau|Patricia Arquette|Sarah Jessica Parker|Bill Murray
271,Losing Isaiah (1995),Drama,Lawrence Kasdan,Timothy Hutton|Kevin Kline|Jean Reno|Meg Ryan
272,Madness of King George|The (1994),Comedy|Drama,Billy Crystal,Billy Crystal|Joe Mantegna|Cynthia Stevenson|Debra Winger
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,Phillip Borsos,Tom Bower|Jesse Bradford|Bruce Davison|Mimi Rogers
274,Man of the House (1995),Comedy,Kevin Lima,Jim Cummings|Bill Farmer|Jason Marsden|Kellie Martin
275,Mixed Nuts (1994),Comedy,Brett Leonard,Jeff Goldblum|Jeremy Sisto|Christine Lahti|Alicia Silverstone
276,Milk Money (1994),Comedy|Romance,Carlo Carlei,Samuel L. Jackson|Matthew Modine|Eric Stoltz|Nancy Travis
277,Miracle on 34th Street (1994),Drama,G\u00e9rard Corbiau,Stefano Dionisi|Enrico Lo Verso|Caroline Cellier|Elsa Zylberstein
278,Miami Rhapsody (1995),Comedy,Mark Lewis,Hamilton Camp|James Donadio|Doug Stone|Deborah Hobart|Kristy Young
279,My Family (1995),Drama,Art Clokey,Art Clokey|Charles Farrington|Manny La Carruba|Gloria Clokey
280,Murder in the First (1995),Drama|Thriller,Charles Burnett,Erich Anderson|Richard Anderson|Michael Boatman|Bernie Casey|Wanda De Jesus|Elliott Gould|Michael Gregory|Don Harvey|Ice Cube|Michael Ironside|Julio Oscar Mechoso|Natalija Nogulich|Lori Petty|Sy Richardson|M. Emmet Walsh
281,Nobody's Fool (1994),Comedy|Drama|Romance,Steve James,Arthur Agee|Curtis Gates|William Gates|Emma Gates
282,Nell (1994),Drama,Peter Jackson,Diana Kent|Melanie Lynskey|Sarah Peirse|Kate Winslet
283,New Jersey Drive (1995),Crime|Drama,Randall Miller,Sinbad|Phil Hartman|Kim Greist|Chauncey Leopardi|Kim Murphy
284,New York Cop (Ny?? Y??ku no koppu) (1993),Action|Crime,Bernard Rose,Jeroen Krabb\u00e9|Gary Oldman|Isabella Rossellini|Johanna ter Steege
285,Beyond Bedlam (1993),Drama|Horror,Steven Brill,David Goldman|Joseph Wayne Miller|Cody Burger|Allen Covert|Tim Blake Nelson|Nancy Ringham|Ben Stiller
287,Nina Takes a Lover (1994),Comedy|Romance,J.F. Lawton,Christopher Lambert|John Lone|Joan Chen|Yoshio Harada
288,Natural Born Killers (1994),Action|Crime|Thriller,Fred Schepisi,Tim Robbins|Meg Ryan|Walter Matthau|Lou Jacobi
289,Only You (1994),Comedy|Romance,Neil Jordan,Tom Cruise|Brad Pitt|Kirsten Dunst|Stephen Rea|Antonio Banderas
290,Once Were Warriors (1994),Crime|Drama,James Ivory,Nick Nolte|Estelle Eonnet|Thandie Newton|Gwyneth Paltrow
291,Poison Ivy II (1996),Drama|Thriller,James Melkonian,John G. Brennan|Kamal Ahmed|Alan Arkin|William Hickey|Alan North|Vincent Pastore|Ozzy Osbourne|Paul Bartel|Jorja Fox|Tom Jones
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Ivan Reitman,Danny DeVito|Frank Langella|Arnold Schwarzenegger|Emma Thompson
293,L??on: The Professional (a.k.a. The Professional) (L??on) (1994),Action|Crime|Drama|Thriller,Arne Glimcher,Sean Connery|Laurence Fishburne|Blair Underwood|Kate Capshaw|Ed Harris
294,Perez Family|The (1995),Comedy|Romance,Michael Gottlieb,Joss Ackland|Art Malik|Thomas Ian Nicholas|Paloma Baeza
295,Pyromaniac's Love Story|A (1995),Comedy|Romance,Barbet Schroeder,David Caruso|Samuel L. Jackson|Nicolas Cage|Helen Hunt|Kathryn Erbe|Stanley Tucci|Michael Rapaport|Ving Rhames|Philip Baker Hall|Anthony Heald|John Costelloe|Anne Meara|Kevin Corrigan|Hope Davis|Paul Calderon|Jill Church|Jay O. Sanders
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,George Lucas,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness|James Earl Jones|Anthony Daniels|Kenny Baker|Peter Mayhew|Denis Lawson|David Prowse
298,Pushing Hands (Tui shou) (1992),Drama,Gillian Armstrong,Gabriel Byrne|Trini Alvarado|Samantha Mathis|Winona Ryder|Claire Danes|Kirsten Dunst|Susan Sarandon
299,Priest (1994),Drama,Alfonso Cuar\u00f3n,Liam Cunningham|Eleanor Bron|Liesel Matthews|Rusty Schwimmer
300,Quiz Show (1994),Drama,Ken Loach,Vladimir Vega|Mauricio Venegas|Sandie Lavelle|Crissy Rock
301,Picture Bride (Bijo photo) (1994),Drama|Romance,Claude Chabrol,Fran\u00e7ois Cluzet|Andr\u00e9 Wilms|Emmanuelle B\u00e9art|Nathalie Cardone
302,Queen Margot (Reine Margot|La) (1994),Drama|Romance,Alfonso Arau,Marco Leonardi|Lumi Cavazos|Regina Torn\u00e9|Mario Iv\u00e1n Mart\u00ednez|Ada Carrasco
303,Quick and the Dead|The (1995),Action|Thriller|Western,Edward Zwick,Anthony Hopkins|Brad Pitt|Aidan Quinn|Julia Ormond
304,Roommates (1995),Comedy|Drama,Nick Castle,Damon Wayans|Karyn Parsons|William Hickey|Michael Ironside|Albert Hall
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,James Gray,Edward Furlong|Tim Roth|Moira Kelly|Vanessa Redgrave
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Allison Anders,Angel Aviles|Seidy Lopez|Jacob Vargas|Devine
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Glenn Gordon Caron,Warren Beatty|Garry Shandling|Annette Bening|Katharine Hepburn
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Stephen Gyllenhaal,Cuba Gooding Jr.|David Strathairn|Halle Berry|Jessica Lange
310,Rent-a-Kid (1995),Comedy,Nicholas Hytner,Nigel Hawthorne|Ian Holm|Helen Mirren|Rupert Graves|Amanda Donohoe|Rupert Everett
311,Relative Fear (1994),Horror|Thriller,Kenneth Branagh,Robert De Niro|Kenneth Branagh|Tom Hulce|Helena Bonham Carter|Aidan Quinn|Ian Holm|John Cleese
312,Stuart Saves His Family (1995),Comedy,James Orr,Chevy Chase|Jonathan Taylor Thomas|George Wendt|Farrah Fawcett
313,Swan Princess|The (1994),Animation|Children,Nora Ephron,Robert Klein|Anthony LaPaglia|Steve Martin|Madeline Kahn
314,Secret of Roan Inish|The (1994),Children|Drama|Fantasy|Mystery,Richard Benjamin,Michael Patrick Carter|Ed Harris|Malcolm McDowell|Melanie Griffith
315,Specialist|The (1994),Action|Drama|Thriller,Les Mayfield,Richard Attenborough|Dylan McDermott|J.T. Walsh|Elizabeth Perkins
316,Stargate (1994),Action|Adventure|Sci-Fi,David Frankel,Antonio Banderas|Gil Bellows|Mia Farrow|Sarah Jessica Parker
317,Santa Clause|The (1994),Comedy|Drama|Fantasy,Gregory Nava,Eduardo L\u00f3pez Rojas|Esai Morales|Edward James Olmos|Jimmy Smits
318,Shawshank Redemption|The (1994),Crime|Drama,Marc Rocco,Kevin Bacon|Gary Oldman|Christian Slater|Embeth Davidtz
319,Shallow Grave (1994),Comedy|Drama|Thriller,Robert Benton,Paul Newman|Jessica Tandy|Bruce Willis|Melanie Griffith|Dylan Walsh|Pruitt Taylor Vince|Gene Saks|Josef Sommer|Philip Seymour Hoffman|Philip Bosco|Catherine Dent|Margo Martindale|
320,Suture (1993),Film-Noir|Thriller,Michael Apted,Richard Libertini|Liam Neeson|Jodie Foster|Natasha Richardson
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Nick Gomez,Sharron Corley|Gabriel Casseus|Saul Stein|Gwen McKee
322,Swimming with Sharks (1995),Comedy|Drama,Toru Murakawa,Conan Lee|Chad McQueen|T\u00f4ru Nakamura|Mira Sorvino
324,Sum of Us|The (1994),Comedy|Drama,Vadim Jean,Keith Allen|Craig Fairbrass|Anita Dobson|Elizabeth Hurley
325,National Lampoon's Senior Trip (1995),Comedy,Albert Pyun,Chad Stahelski|Earl White|Tina Cote|Sue Price
326,To Live (Huozhe) (1994),Drama,Alan Jacobs,Michael O'Keefe|Paul Rhys|Cristi Conaway|Laura San Giacomo
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Oliver Stone,Woody Harrelson|Juliette Lewis|Rodney Dangerfield|Tommy Lee Jones|Robert Downey Jr.|Richard Lineback|Balthazar Getty|Ed White|O-Lan Jones
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Norman Jewison,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt|Joaquim de Almeida|Fisher Stevens|Billy Zane|Adam LeFevre|John Benjamin Hickey|Siobhan Fallon|
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Lee Tamahori,Julian Arahanga|Temuera Morrison|Mamaengaroa Kerr-Bell|Rena Owen
330,Tales from the Hood (1995),Action|Crime|Horror,Anne Goursaud,Alyssa Milano|Johnathon Schaech|Xander Berkeley|Belinda Bauer|Camilla Belle|Kathryne Dora Brown
331,Tom & Viv (1994),Drama,Wolfgang Petersen,Morgan Freeman|Dustin Hoffman|Kevin Spacey|Rene Russo|Cuba Gooding Jr.|Donald Sutherland|Patrick Dempsey
332,Village of the Damned (1995),Horror|Sci-Fi,Luc Besson,Jean Reno|Gary Oldman|Natalie Portman|Danny Aiello|Peter Appel
333,Tommy Boy (1995),Comedy,Mira Nair,Alfred Molina|Chazz Palminteri|Anjelica Huston|Marisa Tomei
334,Vanya on 42nd Street (1994),Drama,Joshua Brand,William Baldwin|John Leguizamo|Erika Eleniak|Sadie Frost
335,Underneath (1995),Mystery|Thriller,Quentin Tarantino,John Travolta|Samuel L. Jackson|Tim Roth|Amanda Plummer|Eric Stoltz|Bruce Willis|Ving Rhames|Phil LaMarr|Maria de Medeiros|Rosanna Arquette|Peter Greene|Uma Thurman|Duane Whitaker|Frank Whaley|Steve Buscemi|Christopher Walken|Julia Sweeney|Alexis Arquette|Kathy Griffin|Quentin Tarantino|Harvey Keitel
336,Walking Dead|The (1995),Drama|War,Mario Van Peebles,Joe Don Baker|Kadeem Hardison|Courtney B. Vance|Bokeem Woodbine
337,What's Eating Gilbert Grape (1993),Drama,Ang Lee,Bin Chao|Victor Chan|Lester Chit-Man Chan|Fanny De Luz
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Antonia Bird,Robert Carlyle|Linus Roache|Tom Wilkinson|Cathy Tyson
339,While You Were Sleeping (1995),Comedy|Romance,Robert Redford,Ralph Fiennes|Rob Morrow|Paul Scofield|John Turturro
340,War|The (1994),Adventure|Drama|War,Kayo Hatta,Youki Kudoh|Cary-Hiroyuki Tagawa|Tamlyn Tomita|Akira Takayama|Y\u00f4ko Sugi|Christianne Mays|Toshir\u00f4 Mifune
341,Double Happiness (1994),Drama,Patrice Ch\u00e9reau,Isabelle Adjani|Daniel Auteuil|Jean-Hugues Anglade|Vincent Perez|Virna Lisi|Dominique Blanc|Asia Argento|Thomas Kretschmann|Barbet Schroeder|Otto Tausig|Valeria Bruni Tedeschi|Julie-Anne Roth
342,Muriel's Wedding (1994),Comedy,Sam Raimi,Russell Crowe|Leonardo DiCaprio|Gene Hackman|Sharon Stone
343,Baby-Sitters Club|The (1995),Children,Peter Yates,Peter Falk|D.B. Sweeney|Ellen Burstyn|Julianne Moore
344,Ace Ventura: Pet Detective (1994),Comedy,Robert Altman,Marcello Mastroianni|Sophia Loren|Jean-Pierre Cassel|Kim Basinger|Stephen Rea|Rupert Everett|Lili Taylor|Forest Whitaker|Julia Roberts|Tim Robbins|Lauren Bacall|Lyle Lovett|Tracey Ullman|Cher
345,Adventures of Priscilla|Queen of the Desert|The (1994),Comedy|Drama,Krzysztof Kieslowski,Ir\u00e8ne Jacob|Jean-Louis Trintignant|Fr\u00e9d\u00e9rique Feder
346,Backbeat (1993),Drama|Musical,Krzysztof Kieslowski,Juliette Binoche|Beno\u00eet R\u00e9gent|Florence Pernel|Charlotte V\u00e9ry|H\u00e9l\u00e8ne Vincent
347,Bitter Moon (1992),Drama|Film-Noir|Romance,Krzysztof Kieslowski,Zbigniew Zamachowski|Julie Delpy|Janusz Gajos|Jerzy Stuhr|Aleksander Bardini
348,Bullets Over Broadway (1994),Comedy,Ping He,Jing Ning|Gang Wu|Xiaorui Zhao|Yang Gao|Xu Zhengyun
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Fred Gerber,Christopher Lloyd|Matt McCoy|Leslie Nielsen|Sherry Miller|Amos Crawley|Amanda Tapping
350,Client|The (1994),Drama|Mystery|Thriller,George Mihalka,James Brolin|Martin Neufeld|Denise Crosby|Darlanne Fluegel
351,Corrina|Corrina (1994),Comedy|Drama|Romance,Harold Ramis,Vincent D'Onofrio|Al Franken|Shirley Knight|Laura San Giacomo
